start_station_name,num_trips_per_station,day_of_trip,member_casual,avg_ride_length
Pulaski Rd & Lake St,14,3,member,21.14
Pulaski Rd & Lake St,11,7,member,25.64
Public Rack - Pulaski Rd & 15th St,1,4,member,0.0
Laramie Ave & Kinzie St,16,6,member,99.31
Laramie Ave & Kinzie St,7,7,member,13.14
Public Rack - Penn Elementary School / KIPP Ascend Middle School,2,1,member,38.0
Public Rack - Avers Ave & Ogden Ave,2,4,member,17.0
Public Rack - California Ave & Ogden Ave,2,2,member,7.0
California Ave & Ogden Ave,2,3,member,6.0
Public Rack - California Ave & Ogden Ave,5,6,member,17.0
Pulaski Rd & Congress Pkwy,9,2,member,15.56
Public Rack - Zapata Academy,1,5,member,27.0
Kenton Ave & Madison St,5,5,member,19.6
Kenton Ave & Madison St,7,2,member,24.71
Kenton Ave & Madison St,3,6,member,26.33
Laramie Ave & Madison St,10,2,member,16.0
Public Rack - Whipple St & 26th St,2,3,member,3.5
Public Rack - Chopin Park,3,1,member,22.33
Public Rack - Chopin Park,4,3,member,10.75
Public Rack - Chopin Park,4,4,member,7.5
Cicero Ave & Roscoe St,2,3,member,15.0
Public Rack - Cicero Ave & Roscoe St,7,7,member,18.43
Cicero Ave & Roscoe St,1,2,member,40.0
Laramie Ave & Belmont Ave,1,4,member,15.0
Public Rack - Laramie Ave & Belmont Ave,3,3,member,12.67
Public Rack - Laramie Ave & Belmont Ave,5,4,member,7.2
Public Rack - Laramie Ave & Belmont Ave,6,6,member,8.67
Public Rack - Laramie Ave & Belmont Ave,4,7,member,6.0
Public Rack - Laramie Ave & Belmont Ave,4,5,member,7.5
Laramie Ave & Belmont Ave,1,1,member,5.0
Cicero Ave & Wellington Ave,9,6,member,7.33
Cicero Ave & Wellington Ave,12,1,member,10.42
Public Rack - Cicero Ave & Wellington Ave,7,4,member,5.86
Cicero Ave & Wrightwood Ave,7,1,member,9.29
Public Rack - Cicero Ave & Wrightwood Ave,16,3,member,13.19
Cicero Ave & Altgeld St,1,7,member,4.0
Public Rack - Cicero Ave & Altgeld St,2,6,member,4.0
Public Rack - Cicero Ave & Altgeld St,2,3,member,18.0
Marshfield Ave & 44th St,37,5,member,14.49
Laramie Ave & Fullerton Ave,2,7,member,8.5
Public Rack - Laramie Ave & Fullerton Ave,4,5,member,18.75
Laramie Ave & Grand Ave,1,6,member,8.0
Cicero Ave & North Ave,1,7,member,6.0
Cicero Ave & Cortland St - midblock,1,3,member,29.0
Public Rack - Cicero Ave & Cortland St - midblock,1,5,member,15.0
Public Rack - Cicero Ave & Cortland St - midblock,3,6,member,12.0
Public Rack - Cicero Ave & Cortland St - midblock,2,4,member,11.0
Elizabeth St & 47th St,11,6,member,8.18
Public Rack - Cicero Ave & Le Moyne St - midblock,3,3,member,9.0
Cicero Ave & Le Moyne St - midblock,1,2,member,7.0
Damen Ave & 51st St,4,5,member,18.75
Damen Ave & 51st St,4,3,member,11.25
Throop St & 52nd St,8,7,member,9.88
Throop St & 52nd St,9,6,member,24.22
Seeley Ave & Garfield Blvd,1,2,member,27.0
Racine Ave & Garfield Blvd,12,4,member,28.58
Racine Ave & Garfield Blvd,7,3,member,16.14
Public Rack - Menard Ave & Dakin St - midblock,1,5,member,14.0
Menard Ave & Dakin St - midblock,1,3,member,10.0
Menard Ave & Dakin St - midblock,1,5,member,10.0
Marshfield Ave & 59th St,8,4,member,20.63
Marshfield Ave & 59th St,8,1,member,14.63
Public Rack - Austin Ave & Roscoe St,3,6,member,23.0
Public Rack - Austin Ave & Roscoe St,2,1,member,24.0
Damen Ave & 59th St,2,6,member,18.0
Damen Ave & 59th St,3,5,member,5.67
Damen Ave & 59th St,3,7,member,24.67
Racine Ave & 61st St,2,7,member,12.0
Racine Ave & 61st St,2,5,member,14.0
Public Rack - Central Ave & George St,4,4,member,8.25
Central Ave & George St,2,3,member,10.0
Public Rack - Central Ave & George St,2,3,member,12.5
Public Rack - Central Ave & George St,4,2,member,8.25
Public Rack - Austin Ave & Wellington Ave,1,2,member,4.0
Public Rack - Austin Ave & Wrightwood Ave,3,2,member,11.67
Public Rack - Austin Ave & Wrightwood Ave,8,5,member,8.88
Public Rack - Austin Ave & Wrightwood Ave,4,6,member,14.0
Public Rack - Menard Ave & Grand Ave,1,7,member,18.0
Woodlawn Ave & 75th St,6,7,member,25.33
Vernon Ave & 75th St,14,7,member,10.86
State St & 76th St,3,7,member,8.67
Hiawatha Park,1,3,member,11.0
State St & 76th St,4,6,member,18.0
Vernon Ave & 79th St,5,2,member,8.0
Vernon Ave & 79th St,9,4,member,12.78
Cottage Grove Ave & 78th St,17,7,member,24.24
Pittsburgh Ave & Irving Park,1,3,member,3.0
Plainfield Ave & Irving Park Rd,1,4,member,13.0
Greenwood Ave & 79th St,9,4,member,179.0
Stony Island Ave & South Chicago Ave,7,5,member,24.57
Ellis Ave & 83rd St,6,2,member,11.5
Ellis Ave & 83rd St,5,4,member,13.6
Cottage Grove Ave & 83rd St,26,3,member,13.58
Cottage Grove Ave & 83rd St,16,4,member,16.13
Wabash Ave & 83rd St,5,2,member,31.4
Wabash Ave & 83rd St,8,3,member,15.38
South Chicago Ave & 83rd St,3,6,member,5.0
South Chicago Ave & 83rd St,6,5,member,34.5
South Chicago Ave & 83rd St,8,4,member,12.38
Eggleston Ave & 115th St,1,4,member,69.0
Wallace St & 112 St,2,6,member,19.0
Halsted St & 59th St,3,5,member,8.0
Cottage Grove Ave & 111th St,3,7,member,27.33
Wentworth Ave & 103rd St,1,6,member,7.0
Michigan Ave & 110th St,1,5,member,3.0
Langley Ave & 105th Pl,3,4,member,3.33
Public Rack - Lafayette Ave & 95th St,3,7,member,12.0
Lafayette Ave & 95th St,4,4,member,20.0
Halsted St & 102nd St,1,3,member,33.0
Public Rack - Halsted St & 95th St - SE,2,1,member,12.0
Michigan Ave & 96th St,1,2,member,4.0
Oglesby Ave & 95th St,1,6,member,36.0
Ewing Ave & 101st St,1,1,member,11.0
Ewing Ave & 101st St,1,7,member,5.0
Morgan St & 87th St,1,4,member,12.0
Public Rack - Loomis St & 87th St,4,1,member,16.25
Public Rack - Loomis St & 87th St,2,7,member,24.0
Loomis St & 87th St,7,1,member,16.86
Justine St & 87th St,1,7,member,62.0
State St & 54th St,12,6,member,13.67
Cottage Grove Ave & 87th St,4,7,member,35.75
State St & 54th St,13,4,member,22.85
Elizabeth St & 59th St,2,2,member,24.0
Eggleston Ave & 69th St,9,7,member,6.78
Commercial Ave & 89th St,3,4,member,15.0
Rhodes Ave & 71st St,3,1,member,4.0
Rhodes Ave & 71st St,3,7,member,4.67
Rhodes Ave & 79th St,1,6,member,18.0
Langley Ave & 79th St,10,5,member,13.2
Public Rack - Langley Ave & 79th St,1,3,member,5.0
Cottage Grove & 86th St,1,3,member,2.0
Cottage Grove & 86th St,2,6,member,9.0
South Chicago Ave & Elliot Ave,2,6,member,12.0
South Chicago Ave & Elliot Ave,3,5,member,3.67
Albany Ave & 111th St - NW,1,4,member,7.0
Western Ave & 111th St - SW,1,5,member,24.0
111th St - Morgan Park Metra,2,2,member,4.5
Western Ave & 116th St,1,5,member,18.0
Public Rack - Mt Greenwood Library N,1,2,member,9.0
Public Rack - Western Ave & 106th St - East,1,7,member,3.0
Western Ave & 105th St,1,1,member,2.0
Western Ave & 104th St - East,1,3,member,10.0
Walden Pkwy & 103rd St,5,3,member,3.2
Wood St & 103rd St,1,5,member,4.0
Wood St & 103rd St,1,3,member,2.0
Longwood Dr & 95th St,1,3,member,26.0
Cottage Grove Ave & 98th St,1,1,member,22.0
Public Rack - Racine Ave & 74th St,1,1,member,9.0
Racine Ave & 74th St,1,4,member,25.0
Racine Ave & 74th St,4,2,member,5.25
Halsted St & 76th St,2,6,member,11.5
Calumet Ave & 71st St,5,1,member,12.0
Cottage Grove Ave & 75th St,1,5,member,5.0
Cottage Grove Ave & 75th St,3,2,member,13.67
Stony Is Ave & 73rd St,3,6,member,20.33
Jeffrey Blvd & 71st St,4,3,member,6.5
Chappel Ave & 71st St,1,1,member,3.0
63rd & Western Ave - south corner,1,3,member,7.0
Halsted St & 63rd St,3,6,member,5.67
Public Rack - Evans Ave & 63rd St,2,6,member,0.0
Public Rack - Evans Ave & 63rd St,1,3,member,93.0
Kimbark Ave & 67th St,3,4,member,20.67
Albany Ave & 63rd St,2,1,member,56.0
Kedzie Ave & 63rd St,2,1,member,15.5
Kedzie Ave & 63rd St,2,6,member,4.5
Springfield Ave & 63rd St,1,6,member,2.0
Kedzie Ave & 64th St - SW,1,7,member,19.0
Public Rack - Kedzie Ave & 64th St - SW,1,2,member,293.0
Public Rack - Kedzie Ave & 64th St - SW,1,7,member,13.0
Kenneth Ave & 63rd St,1,3,member,1.0
Public Rack - Harold Washington Park,10,6,member,16.6
Public Rack - Harold Washington Park,5,2,member,4.4
Public Rack - Harold Washington Park,5,5,member,8.8
Public Rack - Hyde Park Blvd & 53rd St,4,5,member,38.0
Hyde Park Blvd & 55th St,18,6,member,7.78
Public Rack - Hyde Park Blvd & 55th St,4,6,member,5.75
Public Rack - Hyde Park Blvd & 55th St,3,7,member,8.67
Public Rack - Hyde Park Blvd & 55th St,1,2,member,7.0
Public Rack - Kedzie Ave & 61st Pl E,1,3,member,6.0
Kedzie Ave & 61st Pl,4,4,member,12.0
Christiana Ave & 55th St,3,1,member,18.33
Komensky Ave & 59th St,1,7,member,1.0
Midway Orange Line,3,7,member,9.67
Brighton Park Branch Chicago Library,1,2,member,5.0
Brighton Park Branch Chicago Library,2,5,member,20.0
Greenwood Ave & Lake Park Ave,4,5,member,19.5
Central Ave & Corcoran Pl,2,4,member,3.5
Public Rack - Menard Ave & Agusta Blvd,2,7,member,5.0
Menard Ave & Agusta Blvd,1,3,member,11.0
Newcastle Ave & Belden Ave,11,5,member,7.09
Newcastle Ave & Belden Ave,5,4,member,8.6
Newcastle Ave & Belden Ave,2,2,member,7.0
Harriet E Sayre Public School,2,2,member,15.0
Harriet E Sayre Public School,1,6,member,18.0
Public Rack - Harriet E Sayre Public School,1,3,member,12.0
Neva Ave & Grand Ave,3,1,member,13.0
New England Ave & Grace St,1,3,member,18.0
Public Rack - Rutherford Ave & Belmont Ave,1,7,member,30.0
Nagle Ave & Belmont Ave,4,7,member,21.25
Public Rack - Nagle Ave & Belmont Ave,4,1,member,7.0
Public Rack - Calumet Ave & 51st St,8,6,member,3.63
Public Rack - Calumet Ave & 51st St,2,7,member,0.0
Prairie Ave & 47th St - midblock,3,5,member,8.67
Prairie Ave & 47th St - midblock,1,7,member,9.0
Public Rack - Forrestville Ave & 47th St,2,6,member,16.0
Forrestville Ave & 47th St,1,6,member,5.0
Western Blvd & 49th St,5,4,member,7.6
Public Rack - Western Blvd & 49th St,3,4,member,18.0
Public Rack - Western Blvd & 49th St,1,2,member,2.0
Western Blvd & 49th St,8,7,member,9.25
Western Blvd & 49th St,4,1,member,10.75
Talman Ave & 51st St - midblock,3,7,member,10.67
Kedzie Ave & 54th St - SE,4,5,member,13.5
Kedzie Ave & 54th St - SW,5,3,member,8.0
Kedzie Ave & 54th St - SW,3,4,member,6.67
Kedzie Ave & 54th St - SW,8,6,member,5.0
Harding Ave & 47th St,1,7,member,3.0
Pulaski Rd & 51st Rd,7,2,member,5.29
Pulaski & 52nd,3,3,member,6.67
Public Rack - Pulaski & 52nd,2,4,member,9.5
Christiana Ave & Archer Ave,5,2,member,12.6
Christiana Ave & Archer Ave,6,7,member,12.67
Pulaski Rd & 44th St,19,2,member,7.42
Public Rack - Pulaski Rd & 44th St,3,6,member,10.33
Pulaski Rd & 40th St,1,6,member,8.0
Pubic Rack - Pulaski Rd & 41st,1,7,member,29.0
Public Rack - Kedzie Ave & Archer Ave,1,1,member,2.0
Kedzie Ave & Pershing Rd,3,6,member,12.0
Marshfield Ave & 45th St,1,6,member,4.0
Marshfield Ave & 45th St,1,4,member,8.0
Public Rack - Ashland Ave & 45th St,1,7,member,17.0
Brandon Ave & 91st St,3,2,member,16.0
Keeler Ave & Madison St,2,4,member,4.0
Keeler Ave & Madison St,1,3,member,3.0
Public Rack - Washtenaw Ave & Superior St,4,4,member,13.5
Public Rack - Sawyer Ave & Bryn Mawr Ave - SE,1,6,member,26.0
Public Rack - Christiana Ave & Bryn Mawr Ave,2,7,member,8.5
Public Rack - Spaulding Ave & Foster Ave,5,3,member,9.2
Public Rack - Spaulding Ave & Foster Ave,2,2,member,9.5
Public Rack - Christiana Ave & Lawrence Ave,5,3,member,11.2
Public Rack - Christiana Ave & Lawrence Ave,5,7,member,17.0
Public Rack - Christiana Ave & Lawrence Ave,7,2,member,6.57
Public Rack - Sawyer Ave & Lawrence Ave,5,7,member,13.8
Public Rack - Sawyer Ave & Lawrence Ave,2,2,member,1.5
Public Rack - Karlov Ave & Milwaukee Ave,6,5,member,14.17
Public Rack - Kedvale Ave & Addison St,1,4,member,27.0
Kilbourn Ave & Fullerton Ave,1,5,member,19.0
Public Rack - Kilbourn Ave & Fullerton Ave,4,2,member,2.75
Public Rack - Kostner Ave & Armitage Ave,15,4,member,22.0
Public Rack - Homan Ave & 26th St,1,4,member,10.0
Public Rack - Homan Ave & 26th St,1,5,member,4.0
Racine Ave & 109th Pl,1,7,member,20.0
Troy & 111th St,1,6,member,11.0
Homewood Ave & Monterey Ave,3,7,member,16.33
Homewood Ave & Monterey Ave,3,2,member,11.0
Public Rack - Hoyne Ave & 110th Pl,4,2,member,7.5
Public Rack - Hoyne Ave & 110th Pl,5,3,member,7.6
Walden Pkwy & 99th St,1,5,member,3.0
Public Rack - 532 E 43rd St,1,6,member,10.0
532 E 43rd St,2,2,member,11.5
532 E 43rd St,2,5,member,6.5
Public Rack - 532 E 43rd St,1,4,member,2.0
Laflin St & 51st St,2,6,member,29.5
Public Rack - Wood St & 47th St,1,4,member,45.0
Wood St & 47th St,3,5,member,4.67
Pullman - Walmart,4,5,member,10.0
Pullman - Walmart,4,1,member,8.0
Pullman - Planet Fitness,1,6,member,8.0
Public Rack - Pullman - Planet Fitness,2,3,member,11.5
Pullman - Planet Fitness,1,5,member,5.0
Bensley Ave & 103rd St,1,2,member,46.0
Public Rack - Campbell Ave & Pratt Blvd,4,6,member,11.25
Public Rack - Campbell Ave & Pratt Blvd,2,4,member,9.5
Public Rack - Campbell Ave & Pratt Blvd,3,1,member,8.67
Public Rack - Washtenaw Ave & Devon Ave,18,3,member,14.83
Public Rack - Washtenaw Ave & Devon Ave,16,4,member,13.94
Public Rack - Western Ave & Devon Ave,9,5,member,9.0
Public Rack - Jensen Park,2,1,member,22.0
Public Rack - Lorel Ave & Grand Ave,7,5,member,33.71
Public Rack - Lorel Ave & Grand Ave,3,2,member,6.67
Public Rack - King Dr & 115th St,6,2,member,20.0
Public Rack - King Dr & 115th St,3,7,member,14.0
Public Rack - King Dr & 115th St,8,6,member,18.0
Public Rack - Paxton Ave & 79th St,1,6,member,27.0
Public Rack - Exchange Ave & 73rd Pl,1,6,member,51.0
Public Rack - Woodlawn Ave & 63rd St - SE,4,5,member,7.75
Public Rack - Woodlawn Ave & 63rd St - SE,4,6,member,8.75
Public Rack - Woodlawn Ave & 63rd St S,1,3,member,5.0
Public Rack - Woodlawn Ave & 63rd St N,2,3,member,2.5
Public Rack - Woodlawn Ave & 63rd St N,4,5,member,3.25
Public Rack - Lake Shore Dr & Hayes Dr,4,5,member,25.5
Public Rack - Lawndale Ave & 63rd St,1,7,member,5.0
Public Rack - Prairie Ave & Garfield Blvd N,1,5,member,7.0
Public Rack - Prairie Ave & Garfield Blvd,1,7,member,13.0
Public Rack - King Dr & Oakwood Blvd,2,7,member,3.5
Public Rack - State ST & 42nd St,3,3,member,15.33
Public Rack - Pulaski Rd & 5th Ave,1,3,member,4.0
Public Rack - Fullerton Ave & Lavergne Ave,1,5,member,3.0
Public Rack - Fullerton Ave & Lavergne Ave,4,4,member,14.75
Public Rack - Fullerton Ave & Lavergne Ave,3,2,member,6.67
Public Rack - Normal Ave & 111th St,3,7,member,35.67
Public Rack - Ewing Ave & 107th St,1,4,member,8.0
Public Rack - Western Ave & 96th St,3,5,member,5.67
Public Rack - Ashland Ave & 83rd St,1,7,member,13.0
Public Rack - Fullerton Ave & Narragansett Ave,6,3,member,5.17
Public Rack - Pulaski Rd & Lake St,1,1,member,10.0
Public Rack - Kostner Ave & Diversey Ave,6,1,member,8.0
Public Rack - Kostner Ave & Diversey Ave,2,6,member,9.0
Public Rack - Kostner Ave & Diversey Ave,6,2,member,4.5
Public Rack - Kostner Ave & Diversey Ave,1,3,member,2.0
Public Rack - Brainerd Park,8,3,member,19.38
Public Rack - Pulaski Rd & 65th St,1,4,member,19.0
Public Rack - Kedzie Ave & 62nd Pl,1,2,member,14.0
Public Rack - Kedzie Ave & 62nd Pl,1,5,member,5.0
Public Rack - Rockwell & Division,5,2,member,5.2
Public Rack - Tripp Ave & North Ave,1,2,member,1.0
Public Rack - Kedzie Ave & Walnut St,1,5,member,6.0
Public Rack - Kedzie Ave & Walnut St,2,4,member,6.5
Public Rack - Independence Blvd & Roosevelt,1,7,member,5.0
Halsted St & 69th St,5,3,member,55.2
Kedzie Ave & Roosevelt Rd,14,6,member,21.93
Cicero Ave & Lake St,4,6,member,395.5
Cicero Ave & Lake St,6,2,member,22.33
Central Ave & Lake St,9,3,member,9.11
Austin Blvd & Lake St,32,6,member,21.22
Austin Blvd & Lake St,23,3,member,13.35
Central Park Blvd & 5th Ave,9,6,member,13.33
Central Park Blvd & 5th Ave,8,4,member,30.88
Cicero Ave & Flournoy St,5,1,member,15.8
Cicero Ave & Flournoy St,2,2,member,38.5
Cicero Ave & Quincy St,4,6,member,20.75
Cicero Ave & Quincy St,6,4,member,30.17
Central Ave & Harrison St,5,4,member,21.0
Central Ave & Harrison St,7,3,member,30.57
Central Ave & Harrison St,6,1,member,27.33
Central Ave & Chicago Ave,36,6,member,15.5
Morgan St & Pershing Rd,16,2,member,13.31
Ashland Ave & 50th St,6,3,member,20.33
Ashland Ave & Garfield Blvd,4,6,member,14.5
Ashland Ave & Garfield Blvd,8,1,member,27.0
Ashland Ave & 63rd St,5,2,member,16.4
Ashland Ave & 66th St,3,1,member,4.0
Damen Ave & 74th St,3,7,member,18.33
Damen Ave & 74th St,4,2,member,29.75
Vincennes Ave & 75th St,4,4,member,10.75
Bennett Ave & 79th St,2,3,member,762.5
Kilbourn Ave & Milwaukee Ave,15,1,member,20.87
Carpenter St & 63rd St,4,4,member,10.0
Prospect Sq & 91st St,9,6,member,32.67
Walden Pkwy & 100th St,11,2,member,15.55
Walden Pkwy & 100th St,16,5,member,17.38
Walden Pkwy & 100th St,16,3,member,12.0
Vernon Ave & 107th St,3,7,member,5.33
Vernon Ave & 107th St,6,6,member,13.67
Eberhart Ave & 91st St,11,2,member,153.73
Eberhart Ave & 91st St,3,6,member,30.33
Eberhart Ave & 91st St,9,3,member,26.67
Olive Harvey College,2,1,member,27.0
Indiana Ave & 103rd St,8,4,member,14.5
Indiana Ave & 103rd St,6,1,member,26.0
Dauphin Ave & 103rd St,4,7,member,13.0
Dauphin Ave & 103rd St,2,6,member,13.0
Dauphin Ave & 103rd St,7,4,member,19.29
Doty Ave & 111th St,2,1,member,15.5
Doty Ave & 111th St,1,5,member,3.0
Dauphin Ave & 87th St,14,3,member,17.29
Dauphin Ave & 87th St,6,4,member,24.0
Eggleston Ave & 92nd St,3,7,member,12.67
Eggleston Ave & 92nd St,3,3,member,14.33
Eggleston Ave & 92nd St,5,6,member,16.4
Elizabeth St & 92nd St,16,5,member,22.13
Elizabeth St & 92nd St,13,4,member,28.92
Stewart Ave & 83rd St,5,1,member,9.2
Loomis Blvd & 84th St,10,1,member,16.2
Loomis Blvd & 84th St,9,2,member,21.56
Loomis Blvd & 84th St,11,5,member,21.55
Western Ave & 104th St,18,3,member,11.72
Vincennes Ave & 104th St,13,2,member,118.77
Halsted St & 111th St,13,2,member,129.08
Halsted St & 111th St,8,6,member,9.5
S Wentworth Ave & W 111th St,1,2,member,40.0
Ada St & 113th St,9,6,member,5.56
Ada St & 113th St,8,1,member,12.38
Ada St & 113th St,8,4,member,23.63
Wentworth Ave & 104th St,3,5,member,29.33
Woodlawn & 103rd - Olive Harvey Vaccination Site,5,3,member,10.6
Kedzie Ave & 104th St,4,5,member,11.75
Lawndale Ave & 111th St,4,7,member,59.25
Lawndale Ave & 111th St,4,4,member,18.0
Lawndale Ave & 111th St,6,3,member,17.17
Kedzie Ave & 110th St,1,7,member,35.0
Western Ave & 111th St,16,5,member,17.75
Homewood Ave & 115th St,7,7,member,15.0
Homewood Ave & 115th St,12,2,member,150.92
Major Taylor Trail & 115th St,6,4,member,16.83
Major Taylor Trail & 115th St,6,6,member,21.5
Major Taylor Trail & 115th St,10,5,member,12.1
Major Taylor Trail & 124th St,3,6,member,16.67
Major Taylor Trail & 124th St,7,7,member,28.43
State St & 123rd St,3,4,member,37.67
Eberhart Ave & 131st St,2,1,member,12.0
Altgeld Gardens,2,1,member,39.5
Commercial Ave & 130th St,8,6,member,8.88
Commercial Ave & 130th St,1,3,member,45.0
Torrence Ave & 126th Pl,2,6,member,14.5
Torrence Ave & 126th Pl,4,7,member,47.0
Avenue O & 118th St,3,3,member,15.33
Avenue O & 118th St,3,4,member,16.0
Avenue O & 118th St,4,1,member,16.5
Avenue L & 114th St,1,7,member,16.0
Torrence Ave & 106th St,3,1,member,21.67
Burnham Greenway & 105th St,4,4,member,23.0
Burnham Greenway & 105th St,5,3,member,11.6
Burnham Greenway & 105th St,5,6,member,10.6
Calumet Park,15,2,member,21.13
Calumet Park,10,3,member,34.0
Commercial Ave & 100th St,1,1,member,57.0
Oglesby Ave & 100th St,5,5,member,311.8
Oglesby Ave & 100th St,9,2,member,23.67
Oglesby Ave & 100th St,6,1,member,19.83
Bradley Park,4,7,member,29.75
Bradley Park,4,6,member,16.0
Baltimore Ave & 87th St,6,2,member,28.0
Baltimore Ave & 87th St,7,4,member,9.29
Clyde Ave & 87th St,9,1,member,18.22
Clyde Ave & 87th St,3,2,member,26.67
East End Ave & 87th St,9,3,member,21.0
East End Ave & 87th St,7,6,member,15.57
Big Marsh Park,3,3,member,25.0
Big Marsh Park,3,4,member,26.67
Big Marsh Park,4,2,member,77.75
Halsted St & 78th St,10,1,member,22.3
Halsted St & 78th St,8,5,member,18.25
Halsted St & 78th St,6,7,member,21.33
Ashland Ave & 78th St,4,1,member,1126.5
Ashland Ave & 78th St,8,7,member,388.75
Ashland Ave & 78th St,8,4,member,576.75
Greenwood Ave & 91st St,2,1,member,10.5
Stony Island Ave & 90th St,2,6,member,751.0
Stony Island Ave & 90th St,5,1,member,8.8
Yates Blvd & 93rd St,5,7,member,11.0
Yates Blvd & 93rd St,6,5,member,27.5
Greenwood Ave & 97th St,17,2,member,16.53
Greenwood Ave & 97th St,8,3,member,19.0
Greenwood Ave & 97th St,13,7,member,19.62
Greenwood Ave & 97th St,14,6,member,16.57
Marquette Ave & 89th St,5,5,member,12.2
Marquette Ave & 89th St,10,1,member,11.1
Steelworkers Park,5,4,member,9.8
Houston Ave & 92nd St,12,7,member,19.33
Houston Ave & 92nd St,5,4,member,15.6
Houston Ave & 92nd St,4,3,member,55.75
Michigan Ave & 114th St,2,5,member,15.0
Michigan Ave & 114th St,4,7,member,15.25
Ashland Ave & 74th St,6,3,member,254.67
Ashland Ave & 74th St,3,1,member,8.0
Central Park Ave & Douglas Blvd,10,5,member,19.5
Central Park Ave & Douglas Blvd,3,1,member,10.0
Central Park Ave & Douglas Blvd,6,6,member,22.83
Pulaski Rd & 21st St,7,1,member,7.0
Harding Ave & 26th St,11,1,member,16.09
Kildare & Cermak,4,2,member,28.25
Lawndale Ave & 16th St,6,6,member,8.67
Lawndale Ave & 16th St,5,2,member,12.8
Lawndale Ave & 16th St,1,5,member,14.0
Homan Ave & Fillmore St,10,6,member,18.5
Kildare Ave & 26th St,1,7,member,30.0
Kildare Ave & 26th St,4,4,member,8.0
Kildare Ave & 26th St,3,2,member,10.0
Spaulding Ave & 16th St,7,2,member,11.43
Spaulding Ave & 16th St,6,3,member,14.17
Tripp Ave & 31st St,6,5,member,15.17
Tripp Ave & 31st St,5,6,member,17.2
Tripp Ave & 31st St,6,4,member,22.33
Tripp Ave & 31st St,2,7,member,23.0
N Clark St & W Elm St,10,2,member,8.5
Shields Ave & 43rd St,10,3,member,7.3
Shields Ave & 43rd St,7,7,member,7.0
Shields Ave & 43rd St,8,2,member,9.75
Cottage Grove Ave & 71st St,9,1,member,13.56
Stony Island Ave & 75th St,26,3,member,12.62
Jeffery Blvd & 76th St,11,2,member,14.45
Jeffery Blvd & 76th St,4,1,member,5.5
Jeffery Blvd & 76th St,13,6,member,15.31
Jeffery Blvd & 76th St,11,3,member,19.18
Jeffery Blvd & 76th St,11,5,member,26.45
Jeffery Blvd & 67th St,28,3,member,64.04
Union Ave & Root St,13,1,member,13.92
Union Ave & Root St,16,6,member,16.88
Rainbow Beach,14,6,member,22.43
Halsted & 63rd - Kennedy-King Vaccination Site,25,2,member,16.24
Halsted & 63rd - Kennedy-King Vaccination Site,6,1,member,11.83
Halsted St & 63rd St,2,1,member,3.5
Leavitt St & Archer Ave,53,1,member,11.89
Western & 28th - Velasquez Institute Vaccination Site,16,4,member,13.63
Commercial Ave & 83rd St,12,6,member,17.0
Commercial Ave & 83rd St,13,5,member,22.46
Commercial Ave & 83rd St,9,2,member,20.22
Throop/Hastings Mobile Station,2,4,member,9.5
Bissell St & Armitage Ave - Charging,2,3,member,3.5
Wilton Ave & Diversey Pkwy - Charging,3,4,member,9.0
Wilton Ave & Diversey Pkwy - Charging,1,3,member,5.0
Menard Ave & Division St,2,7,member,4.5
Menard Ave & Division St,1,3,member,9.0
Leamington Ave & Hirsch St,1,2,member,13.0
Leamington Ave & Hirsch St,1,4,member,6.0
Major Ave & Bloomingdale Ave,3,1,member,19.33
Narragansett & McLean,7,5,member,22.71
Narragansett & McLean,15,6,member,15.27
North Ave & New England Ave,2,5,member,9.0
North Ave & New England Ave,3,6,member,39.0
Roscoe & Harlem,1,2,member,17.0
Meade Ave & Addison St,10,6,member,17.1
Harlem Ave & Grace St,5,4,member,21.2
Plainfield & Irving Park,4,4,member,19.75
La Villita Park (Albany/30th),4,1,member,19.25
La Villita Park (Albany/30th),2,4,member,22.5
Hoyne Ave & 34th St,5,3,member,21.6
Archer Ave & 43rd St,10,1,member,5.9
Kedzie Ave & 45th St,5,2,member,10.6
Springfield Ave & 47th St,3,1,member,3.67
Komensky Ave & 55th St,20,4,member,9.55
Parkside Ave & Armitage Ave,1,1,member,5.0
Mayfield & Roosevelt Rd,1,1,member,2.0
Kildare Ave & Chicago Ave,3,3,member,17.0
Augusta Blvd & Laramie Ave,2,3,member,3.5
Long Ave & North Ave,3,4,member,8.67
Bloomingdale Ave & Harlem Ave,3,1,member,19.33
Nordica & Medill,7,6,member,23.0
Fairfield Ave & 44th St,6,4,member,11.33
Fairfield Ave & 44th St,5,2,member,14.4
Fairfield Ave & 44th St,1,5,member,4.0
Francisco Ave & 47th St,3,6,member,14.33
Campbell Ave & 51st St,3,7,member,19.0
Campbell Ave & 51st St,5,1,member,7.6
Kedzie Ave & 52nd St,6,3,member,3.5
Richmond St & 59th St,2,1,member,11.0
Oketo Ave & Addison St,5,4,member,8.8
Oketo Ave & Addison St,4,5,member,9.5
Shabbona Park,5,2,member,4.0
Lavergne Ave & 46th St,3,5,member,10.67
Kenneth Ave & 50th St,3,6,member,4.0
Kenneth Ave & 50th St,2,2,member,4.0
Kildare Ave & 55th St,2,4,member,16.0
Tripp Ave & 65th St,3,7,member,4.33
Troy St & Jackson Blvd,2,4,member,24.0
Troy St & Jackson Blvd,1,5,member,7.0
Sacramento Blvd & Polk St,1,6,member,29.0
